isbn,title,authors,publish_date,num_of_pages,genre
9781662601637,No Country for Eight-Spot Butterflies,OL3172755A,2022,128.0,non-fiction
9781250874627,Camp Damascus,OL7763731A,2023,256.0,"fiction, horror"
9780593534823,Woman Without Shame,OL528943A,2022,,
9781250095312,Legendary,OL7387659A,2018,451.0,"fiction, young adult, fantasy"
9781501197413,My Favorite Half-Night Stand,OL7320009A,2018,384.0,
9781454948872,For Girls Who Walk Through Fire,OL12915845A,2023,,"fiction, young adult, horror"
9781644452851,Not a River,OL6461488A,2024,,
9781250826367,Our Crooked Hearts,OL7504429A,2022,,
9781614504634,Swordheart,OL7442286A,"Nov 27, 2018",426.0,
9798990129429,The Poisoner : (The Poisoner Series Book #1),OL13638276A,2024,,"fiction, romance, horror"
9781501413179,Toad Words and Other Stories,,2014,,fantasy
9780316427012,House of Bone and Rain,OL7502486A,2024,,
9780063308435,Au Pair Affair,OL13097747A,2024,,fiction
9781949694284,A Deal with the Elf King,OL7387999A,"Nov 06, 2020",338.0,"fiction, romance, fantasy"
9781982136451,The Only Good Indians,OL1390519A,2020,305.0,
9781614505242,A Wizard's Guide to Defensive Baking,OL7442286A,"July 21, 2020",320.0,"fiction, adventure, fantasy"
9781949694628,Dawn with the Wolf Knight,OL7387999A,2024,,"fiction, romance, fantasy"
9780738762128,New World Witchery,OL8233267A,"Apr 08, 2021",480.0,
9780063295070,Psyche and Eros,OL10375520A,2023,352.0,
9781250244093,Thornhedge,OL7442286A,2023,,
9788467476606,Monster,,2009,,mystery
9781250830852,What Feasts at Night,OL7442286A,2024-03-26,176.0,"history, horror, fiction, fantasy"
9780593724996,Water Moon,OL14997110A,2025,384.0,
9780008760434,Good Spirits,OL10330426A,2025,384.0,"fiction, romance, fantasy"
9781538739204,"Scandalous Confessions of Lydia Bennet, Witch",OL7171823A,2023,,
9780316569385,Wisteria,OL7823810A,2024,,"fiction, mystery, fantasy, young adult, romance"
9780593336069,Payback's a Witch,,"October 5, 2021",352.0,"fiction, romance, fantasy"
168369144X,Southern Book Club's Guide to Slaying Vampires,OL7231153A,2020,408.0,"fiction, thriller, horror"
9781087848563,Wolf Gone Wild,OL7481974A,"Jan 14, 2020",378.0,
9781368099097,The Dark Becomes Her,OL9616871A,2024,,fiction
9781643753843,Cemetery of Untold Stories,OL11456833A,2024,,
9780593598832,The Wishing Game,OL11373112A,2023,304.0,
9781534451148,Hollow Places,OL7442286A,"October 6, 2020",352.0,"fantasy, fiction, thriller, mystery, horror, science fiction"
9798378521623,The Wolf and the Wildflower,OL7943263A,2023-02-22,,
9780393333060,The Zookeeper's Wife,,2008,368.0,"history, fiction"
9781728231761,Electric Idol,OL7527957A,"Jan 18, 2022",240.0,fiction
9781501190537,Love and Other Words,OL7320009A,"Apr 10, 2018",432.0,"fiction, romance"
9780593815915,Teller of Small Fortunes,OL13637071A,2024,,
9781250847218,Gwen and Art Are Not in Love,OL8117039A,2023,416.0,"history, fiction, fantasy, young adult, romance"
9781785031069,The Girl in The Tower: (Winternight Trilogy),OL7500579A,,,
9781737696636,Forgotten Witch,OL10622630A,2022,,"history, fiction, fantasy"
9780593085660,Girl and the Goddess,OL7651127A,2020,176.0,
9781957635071,Satan's Affair,OL10218224A,2022,,"fiction, romance, horror"
9781534300361,Snotgirl,OL1438837A,2017,138.0,
9780618711659,Extremely Loud and Incredibly Close,OL1394901A,"April 4, 2006",326.0,fiction
9781250313102,Hell Bent,OL10341544A,2023,448.0,"horror, fiction, thriller, fantasy"
9781626723634,The prince and the dressmaker,OL3181515A,2018,276.0,
9781665903493,Delicious Monsters,OL9147354A,2023,512.0,fiction
9781035412778,Return to the Dallergut Dream Department Store,,"November 1, 2024",265.0,"fiction, fantasy"
9781982152369,The Book of Lost Names,OL1427959A,"Jul 23, 2020",,"history, fiction"
9781250816559,We Deserve Monuments,OL9631347A,2022,368.0,
9780593548936,My Vampire Plus-One,OL10789629A,2024,389.0,
9781250788955,A Power Unbound,OL7631130A,"Nov 07, 2023",368.0,"history, fiction, romance, fantasy"
9780099448761,"Dance, Dance, Dance",OL382524A,"February 7, 2002",400.0,"fiction, fantasy"
9781982171117,The Soulmate Equation,OL7320009A,"Feb 22, 2022",368.0,"fiction, romance"
9780063350144,Faithbreaker,OL10383304A,2025,416.0,
9781035045457,Rewitched,,"September 19, 2024",416.0,
9780615444130,Rabbits in the Garden,"OL6813696A, OL7479499A",2011,280.0,"history, fiction, mystery, thriller"
9781568586960,Angry White Men,,2012,319.0,history
9780738775753,Hades,"OL13521788A, OL9370268A",2024,,history
9781250334381,Something in the Walls,OL7904616A,2025,304.0,
9781525895999,The Warsaw Orphan,OL7535148A,"Jun 01, 2021",416.0,fiction
9780063276680,Most Wonderful Crime of the Year,OL1434807A,2024,,
9780593526279,Together We Rot,OL12932530A,2023,,
9781638930587,Dark We Know,OL13614503A,2024,,
9780008650568,The Crimson Moth,OL7484007A,"February 29, 2024",404.0,fiction
9780064410342,Howl's Moving Castle,OL31384A,"August 7, 2001",336.0,"fiction, young adult, fantasy"
9780593197295,An Impossible Impostor,OL2857842A,"Feb 15, 2022",336.0,
9798988560319,Compass Points,OL13111333A,2023,,"fiction, fantasy"
9780385732567,Gathering Blue,OL221009A,"January 24, 2006",215.0,"fiction, science fiction, dystopia fiction"
9781984818386,Mad Honey,"OL78925A, OL403865A",2022,,fiction
9781408726778,Love to Loathe You,OL9096427A,2023,,
9780099592198,Luckenbooth,OL7156902A,2021,,
9780062973177,Juniper and Thorn,OL9111005A,2023,,
9781250829795,A House With Good Bones,OL7442286A,"March 28, 2023",247.0,
9781668026069,Short Walk Through a Wide World,OL13512240A,2024,,
9781250894892,Bad Ones,OL7504429A,2023,,
9780765389220,Starter Villain,OL1394231A,2023,272.0,fiction
9781683693956,Wake Up and Open Your Eyes,OL3056507A,2025,,
9780545208871,"Amulet, Book Four",,2011,219.0,"horror, fiction, fantasy"
9781538726631,Next Best Fling,OL13534504A,2024,,
9780008517939,Thorns Remain,OL9551796A,2023,,
9780593899205,Dating and Dragons,OL8413140A,2024,336.0,"fiction, young adult, romance"
9780063222649,Holly Jolly Ever After,"OL2702101A, OL7544679A",2023,,
9780440227533,Number the Stars,OL221009A,"February 9, 1998",144.0,"history, fiction"
9781538714294,The Woman in the Dark,OL7633308A,"Mar 12, 2019",352.0,fiction
9781684413980,A Walk in the Wood,"OL9105443A, OL43348A, OL9105444A","Jul 10, 2018",,
9780063416161,Give Me Butterflies,OL13028425A,2025,384.0,
9781683694335,What Kind of Mother,OL3056507A,2024,,
9780545208857,"Amulet, Book Three",OL3030442A,2010,203.0,"fiction, adventure, fantasy"
9780060007676,Surviving Hitler,OL217499A,"September 17, 2002",146.0,"history, fiction, non-fiction"
9781529061635,Hare House,OL7951581A,2022,320.0,
9780593594599,Sweet Sting of Salt,OL13533125A,2024,,
9780593715079,Folklore of Forever,OL7834465A,2025,400.0,
9780593954300,Violet Thistlewaite Is Not a Villain Anymore,OL13651961A,2025,368.0,
9781639105731,Unfortunate Side Effects of Heartbreak and Magic,OL12321192A,2023,,fiction
9780593831960,Resistance of Witches,OL15006410A,2025,416.0,
9780356521558,Hemlock Queen,OL9156648A,2024,,
9798200706846,One of Us Is Dead,OL9145196A,2022,,"fiction, mystery, thriller"
9780316527323,A Haunting on the Hill,OL218450A,"Oct 03, 2023",400.0,"fiction, thriller"
9781984805881,Village Library Demon-Hunting Society,OL7995243A,2024,,
9781982199708,Unbecoming a Lady,"OL7610310A, OL13516719A",2024,,
9780593352052,Two Sides to Every Murder,OL10121365A,2024,,fiction
9780593299920,The Bookshop,OL7512611A,2024,416.0,fiction
9781408855706,Harry Potter and the Half-Blood Prince,,"September 1, 2014",542.0,"fiction, mystery, adventure, fantasy"
9780593315712,Shady Hollow,OL9802702A,2022,,
9781524760984,The chalk man,OL7482159A,2018,280.0,fiction
9780593356593,Gathering,OL7482159A,2024,,
9780063214590,Flowerheart,OL9646932A,2023,352.0,
9781610373265,The Halcyon Fairy Book,OL7442286A,"Jan 19, 2017",380.0,
9781339009933,Darker Mischief,OL7539806A,2024,,
9780593817322,Proposal to Die For,OL6794250A,2025,352.0,
9781668017722,The Paradise Problem,OL7320009A,2024,,
9780593545928,A Sinister Revenge,OL2857842A,"Mar 07, 2023",336.0,
9780385541992,Meddling kids,OL6465023A,2017,322.0,"fiction, horror"
9780593548578,Witch of Wild Things,OL7804837A,2023,,
B00XPNFDQK,The Seventh Bride,OL7442286A,"November 24, 2015",226.0,"fiction, fantasy"
9781250244079,A Sorceress Comes to Call,OL7442286A,2024,,fantasy
9780593546857,Sisters of the Lost Nation,OL7485598A,2023,,
9780593816837,Game Changer,OL10625824A,2024,,
9780525620013,Sword Catcher,OL2821271A,2024,656.0,"fiction, romance, fantasy"
9781250240682,Vagina Problems,OL2631631A,"Oct 06, 2020",240.0,"fiction, non-fiction"
9780062691989,Brazen and the Beast,OL9382274A,2019,,"history, fiction, romance"
9781504093606,Arsenic Eater's Wife,OL7638805A,2024,,
9781250334596,Boys with Sharp Teeth,OL15057999A,2025,400.0,fiction
9780593304822,Spells Like Teen Spirit,OL8476248A,2021,400.0,fiction
9780897333764,Five Chimneys,OL1710126A,"October 1, 1995",231.0,"history, non-fiction"
9780593549377,The Fake Mate,OL10625824A,"Dec 05, 2023",352.0,"fiction, romance"
9780545208895,"Amulet, Book Five",,2012,203.0,"fiction, fantasy"
9780593641071,The Possession of Alba Díaz,,2025,384.0,
9781728281544,My Darling Dreadful Thing,OL13519540A,2024,384.0,"horror, fiction, mystery, fantasy"
9780593305829,A Lesson in Vengeance,OL6273766A,"Aug 03, 2021",384.0,"fiction, thriller, mystery, fantasy, young adult"
9781949694291,Dance with the Fae Prince,OL7387999A,2021,,"fiction, romance, fantasy"
9780062691996,Daring and the Duke,OL5159027A,2020,384.0,"history, fiction, romance"
9780356522968,Knight and the Moth,OL9623868A,2025,400.0,fantasy
9780593719602,William,OL13537808A,2024,,
9781524745158,Lock Every Door,,2019,,"fiction, mystery, thriller"
9780593598368,Crimson Crown,OL3793161A,2024,,
9781481497343,The wicked deep,OL7533697A,2018,310.0,"fiction, romance, horror"
9781250785428,"Knock Knock, Open Wide",OL9304774A,2023,,
9781595585301,The New Jim Crow,OL6697076A,2010,,
9780008521516,Sunbringer,OL10383304A,2024,,
9781250803856,All the Dangerous Things,OL9268250A,2023,,
9781649375780,Filthy Rich Fae,OL7632988A,2024,,
9780399184598,Fever dream,OL1538447A,2017,183.0,fiction
9780241687987,The Rainfall Market,,"November 28, 2024",199.0,
9781667899138,Recollection,OL13081645A,2023,,
9780593472378,Middle of the Night,OL6830404A,2024,,"fiction, thriller, horror"
9781250759412,Nothing But Blackened Teeth,OL7412961A,"Oct 19, 2021",128.0,
9780593466285,Cold Clay,OL9802702A,2022,,
9780356521923,Undermining of Twyla and Frank,OL7536080A,2024,,
9781250767103,A Venom Dark and Sweet,OL9616871A,23 August 2022,352.0,
9781594201509,Gang Leader for a Day,OL2671397A,"January 10, 2008",320.0,non-fiction
9781683693680,This wretched valley,,2024,302.0,
9780008478629,Human Rites,,"July 17, 2025",,
9780525707448,For Better or Cursed,OL8476248A,"Sep 07, 2021",384.0,fiction
9780593722596,Innamorata,,"March 17, 2026",560.0,
9780593550595,Make the Season Bright,OL7290290A,2024,,
9781250354921,What Stalks the Deep,OL7442286A,2025,192.0,
9781250831163,Painted Devils,OL4864728A,2022,512.0,
9780060529703,Everything is illuminated,OL1394901A,2003,276.0,fiction
9781728255859,"The Secret Lives of Country Gentlemen, The",,"March 7, 2023",352.0,"history, fiction, romance"
9780809023097,Day,OL20891A,"March 21, 2006",128.0,fiction
9781250266071,His & Hers,OL7458898A,"Jul 28, 2020",320.0,"fiction, thriller"
9780316501071,A Dowry of Blood,OL10069348A,"Oct 25, 2022",272.0,"history, fiction, romance, horror"
9781959565284,Teleportasm,OL10481397A,2024,176.0,"fiction, horror"
9780593466308,Mirror Lake,OL9802702A,2022,,
9781496737311,Other Side of Disappearing,OL7967568A,2024,,
9781338885071,"Your Blood, My Bones",OL9488817A,2024,,fiction
9781250909886,Secret of the Three Fates,OL12339833A,2024,,
9780593407424,We Shall Be Monsters,OL7485056A,2024,,fiction
9781250812223,Thief of Night,OL1430285A,2025,288.0,
9781529002393,The Doll Factory,OL7619818A,"May 02, 2019",336.0,"history, fiction"
9780008521585,Faithbreaker,,"March 13, 2025",,
9781665930468,Whisper in the Walls,,2024,,fiction
9781250895783,Last One at the Wedding,OL2843220A,2024,,
9781737507710,The Fine Print Special Edition,OL9236836A,"Jul 04, 2021",448.0,romance
9780593723944,Rules for Ghosting,OL13538407A,2024,,
9781250908643,Girl in the Creek,,2025,270.0,
9781728262765,Cruel Seduction,OL7527957A,2023,,fiction
9781984806505,Real Men Knit,OL4785500A,2020,320.0,
9781592407330,Daring Greatly,OL3121637A,2012,287.0,
9780385333788,Player Piano,,September 2006,,"mystery, fiction, science fiction, fantasy"
9798857497074,Butcher & Blackbird,,"August 14, 2023",360.0,fiction
9780063424791,Dream Girl Drama,OL10599515A,2025,384.0,
9780593437339,Accidental Pinup,OL3735649A,2022,320.0,
9780593500200,Emily Wilde's Map of the Otherlands,OL3072525A,2024,,"history, fiction, romance, fantasy"
9780063291324,Great Divide,OL3124468A,2024,,
9781839132957,Bitterthorn,OL12917044A,2023,,
9781250871619,Song of the Six Realms,OL9616871A,2024,,fiction
9781642970517,Becoming Baba Yaga,"OL7908005A, OL7544289A",2024,,
9781250313195,Gideon the Ninth,,"September 10, 2019",448.0,"fantasy, fiction, mystery, adventure, horror, science fiction"
9781642596960,Dear God. Dear Bones. Dear Yellow,OL9823785A,2022,,
9781250365231,Damned,OL10339688A,2025,336.0,
9781984820464,We Were Never Here,OL7333522A,"Jul 13, 2021",320.0,"fiction, thriller"
9798989756216,Earthflown,"OL2381621A, OL13588248A",2024,,"fiction, romance, science fiction"
9781250292902,If I Stopped Haunting You,OL13558683A,2024,,
9781101985366,Final Girls,OL6830404A,2017,342.0,"fiction, mystery"
9781638930143,The Butcher and the Wren,OL10380023A,2022,,fiction
9780063088580,The Atlas of Us,,2024,,
9780307594778,Stieg Larssons Millennium Trilogy,,,,non-fiction
9781250049377,Landline,OL6864487A,2014,310.0,fiction
9781447256274,The Burning Page,OL3036197A,"Dec 15, 2016",,"history, fiction, thriller, fantasy"
9780593239919,"Poverty, by America",OL3392352A,2023,,fiction
9781955904889,"I Died Too, but They Haven't Buried Me Yet",OL7849537A,2023,,"fiction, horror"
9781668018262,Paleontologist,OL10391541A,2023,,"fiction, thriller, horror"
9780593546888,Indian Burial Ground,OL7485598A,2024,,
9780063070011,Horror Movie,OL2827539A,2024,,fiction
9781399711685,What Lies Beyond the Veil,OL10339688A,2022,,
9780063323988,The Book of Doors,OL2779405A,2024,,
9780593638019,Happily Never After,OL3752315A,2024,,
9780809510832,Carmilla,OL440124A,"September 5, 2000",112.0,"fiction, horror"
9781534465282,Blood Like Magic,OL9147354A,"Jun 15, 2021",496.0,fiction
9781786187130,Dark Between the Trees,OL182410A,2022,,
9780593723128,Incidents Around the House,OL7239758A,2024,367.0,"fiction, mystery, thriller, horror"
9780241533994,Whistling,OL9571488A,2021,400.0,
9798218176556,Morbidly Yours,,"July 25, 2023",328.0,
9781784781682,A history of violence,OL6159845A,2016,257.0,mystery
9781643854496,It Will Just Be Us,OL8363228A,2020,272.0,
9781639109753,Not in My Book,OL9469124A,2024,,
9781250847089,Late Bloomer,OL9212408A,2024,,
9781400079278,Kafka on the Shore,OL382524A,2005,480.0,fiction
9781250284211,I'll Be Waiting,OL7159378A,2024,,
9780525559474,The Midnight Library,,"September 29, 2020",288.0,"fiction, science fiction, fantasy"
9780307593313,1Q84,,2011,,"fiction, mystery, dystopia fiction, fantasy"
9781728262826,Dark Restraint,OL7527957A,2024,,
9780525645580,Wilder girls,,2019,357.0,"fiction, thriller, adventure, young adult, science fiction"
9781728292922,She Left,OL13518193A,2024,,
9780374500016,Night,OL20891A,2006,120.0,
9781668011669,Angel of Indian Lake,OL1390519A,2024,,
9781250053039,The memory painter,OL7600123A,2015,320.0,fiction
9781960988096,Letters to the Purple Satin Killer,OL7545989A,2024,,fiction
9780738766041,Mastering Magick,"OL7904028A, OL7467456A",2022,,
9781728231730,Neon Gods,OL7527957A,"Jun 01, 2021",384.0,"fiction, romance, fantasy"
9781614505778,Illuminations,OL7442286A,"November 25, 2022",260.0,"fiction, fantasy"
9780063252394,Just Another Missing Person,OL7637551A,2023,,
9781534306615,Snotgirl,OL1438837A,2018,,
9780062995094,Garlic and the Vampire,"OL9335552A, OL9335553A","Sep 28, 2021",160.0,
9781250908704,Calculation of You and Me,OL9811764A,2024,,
9781310505768,Nine Goblins,,"October 28, 2013",,"fiction, young adult, adventure, fantasy"
9780727860996,Hell House,OL19731A,"July 1, 2004",304.0,"fiction, mystery, thriller, horror"
9781571313652,World of Wonders,"OL1481474A, OL3921568A","Sep 08, 2020",184.0,non-fiction
9781250822994,Where the Library Hides,OL10042366A,2024,,
9780593547885,Ruby Spencer's Whisky Year,OL7597048A,2023,,
9781837840120,The Hunting Moon,,"November 7, 2023",325.0,"fiction, young adult, romance, fantasy"
9780593550441,Deep End,OL9096427A,2025,464.0,
9780593722565,Lady Macbeth,OL9111005A,2024,,fiction
9781547610372,Sing Me to Sleep,OL10689563A,2023,,
9781735204727,Hollow Heathens,"OL8303375A, OL9143353A",2020,,"fiction, romance, fantasy"
9780593733769,"I, Medusa",OL9193147A,2025,336.0,
9781250333193,The Nightmare Before Kissmas,OL7232089A,2024,,
9781668022245,I Was a Teenage Slasher,OL1390519A,2024,,
9780416199253,The Tao of Pooh and Te of Piglet (Wisdom of Pooh),OL712261A,"June 1, 2002",432.0,history
9780593851883,Heart Strings,OL13587178A,2025,352.0,"fiction, romance"
9780593183168,Survive the Night,OL6830404A,"Jul 06, 2021",324.0,"history, fiction, thriller"
9780593639108,Blood on the Tide,OL7527957A,2024,,
9781789094343,All the Murmuring Bones,OL7481806A,2021,367.0,
9780062391797,My Lady Jane,"OL7485640A, OL7074509A, OL7111030A","Jun 07, 2016",515.0,"history, fiction, fantasy"
9780063222571,A Merry Little Meet Cute,"OL2702101A, OL7544679A","Oct 04, 2022",384.0,
9781529100730,The Wolf and the Woodsman,OL9111005A,"Jun 08, 2021",,
9781614503941,Jackalope Wives and Other Stories,OL7442286A,"Sep 12, 2017",238.0,
9780140277449,The Rape of Nanking,,November 1998,304.0,history
9781250321947,Juniper's Christmas,OL1392395A,2023,,fiction
9780593200186,The League of Gentlewomen Witches,OL9247867A,"Mar 15, 2022",352.0,
9781668038079,You Weren't Meant to Be Human,OL10011718A,2025,336.0,"fantasy, fiction, thriller, horror, science fiction"
9781250302090,Witch in the Well,OL7855235A,2022,,
9781250874658,Bury Your Gays,OL7763731A,2024,304.0,"fiction, thriller, mystery, horror, science fiction"
9780593619919,Check & Mate,OL9096427A,"Nov 07, 2023",368.0,"young adult, romance"
9781668024782,Other Mothers,,2023,,"fiction, thriller"
9798986074504,Legacy Witches,OL10409302A,2022,,"horror, fiction, fantasy"
9781964398099,Exorcist's House,OL6969229A,2024,,"fiction, horror"
9788467476651,Monster Kanzenban nº 05/09,OL7476938A,"Feb 23, 2010",408.0,
9780593128251,Warm Hands of Ghosts,OL7500579A,2024,,
9798987845578,Gray after Dark,OL9775643A,2024,,"fiction, thriller"
9781250819345,Hidden Pictures,OL2843220A,2022,384.0,"fiction, mystery, thriller, horror"
9780316434997,Foxglove King,OL9156648A,2023,,
9780307958044,The Earth is weeping,,2016,544.0,history
9780593952580,Mate,,"October 7, 2025",432.0,
9798223925859,Paladin's Faith,,2023,,
9780062954404,Truth Project,OL8361073A,2020,400.0,fiction
9781614506294,Paladin's Strength,OL7442286A,2024,,"fiction, romance, fantasy"
9781835410042,Snake-Eater,OL7442286A,2025,272.0,
9798891641853,Paradise Problem,OL7320009A,2024,,"fiction, romance"
9780063230415,Under This Red Rock,OL7527890A,2024,,
9781728256245,Library of Borrowed Hearts,OL8117073A,2024,,
9781088101308,Grim and bear It,,"May 9, 2023",362.0,
9780520295711,Gaza,OL400518A,2018,419.0,"history, mystery"
9781464225475,How Does It Feel?,OL10625802A,2024,,"fiction, romance, fantasy"
9780593817025,Bull Moon Rising,OL6152227A,2024,,
9781771682923,Persephone Made Me Do It,OL7605777A,2023,,
9780593243039,On Our Best Behavior,OL8006923A,2023,,fiction
9780593470091,Fellowship of Puzzlemakers,OL13513249A,2024,,
9781959565345,Cicada,OL14069138A,2024,192.0,
9781682633243,Hell Followed with Us,OL10011718A,2022,,
9780062679109,The cabin at the end of the world,OL2827539A,2018,272.0,fiction
9781803366647,This Skin Was Once Mine and Other Disturbances,OL7478359A,2024,,
9781639887231,Wicked Women,OL13665565A,2023,,
9780425210819,"Undead and Unreturnable (Queen Betsy, Book 4)",,June 2006,263.0,"fiction, romance"
9781803362601,Winter Sea - Dark Water Daughter,OL9617489A,2023,,
9781984805683,Bringing down the duke,,2019,,
9781984805706,A Rogue of One's Own,OL8001820A,"Sep 01, 2020",448.0,
9780062436832,Wicked Like a Wildfire,OL7459398A,"August 15, 2017",405.0,fiction
9780385339162,"Bloodfever (Fever Series, Book 2)",OL1386032A,"October 16, 2007",320.0,"fiction, romance, fantasy"
9780385344418,Burned,OL1386032A,2015,475.0,fiction
9780425197486,Undead and unemployed,OL1399992A,2004,294.0,"fiction, romance"
9780374314316,What Big Teeth,OL7999976A,2021,384.0,fiction
